Forida Straits
Formos Strait
Formosa Sea
Formosa Strait
Formosa Strait,
Formosa Straits
Formosa Straits,
Foveaux Strait
Foveaux Strait,
Golf of California
Golf of Mexico
Great Australian Bight
Gulf Of Mexico
Gulf Of Oman
Gulf o Mexico
Gulf od California
Gulf od California,
Gulf od Mexico
Gulf of Aden
Gulf of Aden,
Gulf of Akaba
Gulf of Alaska
Gulf of Aqaba
Gulf of Aqaba,
Gulf of Aquaba
Gulf of Arabia
Gulf of Arabia,
Gulf of Bengal
Gulf of C alifornia
Gulf of CA.
Gulf of CA.,
Gulf of Calfornia
Gulf of Califonia
Gulf of Californi,
Gulf of California
Gulf of California,
Gulf of California.
Gulf of Californoa
Gulf of Calofornia
Gulf of Campeche
Gulf of Eilat,
Gulf of Genua
Gulf of Guinea
Gulf of Manar
Gulf of Mannar
Gulf of Maxico
Gulf of Mexicfo
Gulf of Mexico
Gulf of Mexico,
Gulf of Mexico, Northeast
Gulf of Mexico, Northwest
Gulf of Mexicxo
Gulf of Mexixo
Gulf of Montijo
Gulf of Mwexico
Gulf of Nexico
Gulf of Oman
Gulf of Oman,
Gulf of Omar
Gulf of Panama
Gulf of Papua
Gulf of Siam
Gulf of Siam,
Gulf of St. Lawrence
Gulf of Tadjoura
Gulf of Taranto
Gulf of Tehuantepec
Gulf of Thailand
Gulf of Thailand,
Gulf of Tonkin
Gulf ofr California
Gulfof California,
Gulkf of Mexico,
Gullf of Oman
Haro Strait
India
India Ocean
Indian
Indian Ocean
Indian Ocean (?)
Indian Ocean ?
Indian Ocean,
Indian Ocean, Northeast
Indian Ocean, Southeast
Indian Ocean, Southwest
Indian Ocean.
Indian River Lagoon
Indian _x000B__x000B_Ocean
Indo Pacific
Indo Pacific Ocean
Indo-Pacific
Indonesia
Indopacific
Inland Sea
Ionian Sea
Irish Sea
Japan Sea
Japan Seas,
Java Sea
Kii Straits
La Perouse Strait
Labrador Sea
Lacadive Sea
Laccadiva Sea
Laccadive Sea
Ligurian Sea
Ligurion Sea
Long Island Sound
Long Island Sound?
Magellan Bay
Malacca Strait
Malaya
Mamala Bay
Mandenao Sea
Manila Bay
Manila Bay,
Marco River
Marmara Denizi
Medeterranean
Mediteranean Sea
Mediterranaen Sea
Mediterraneam Sea
Mediterranean
Mediterranean Sea
Mediterranean Sea,
Mediterranean Ses
Mediterranian
Mediterranian Sea
Mediterranian Sea,
Mediterrenean
Mediterrenean Sea
Mexican Gulf
Mexico
Mexico,
Middle East
Miditerranean Sea
Minanao Sea
Mindanaho Sea
Mindanao Sea
Mindanao Sea,
Mindano Sea
Mindenao Sea
Mindenao Sea,
Mindoro Straits
Molucca Sea
Moluccas Sea
Moro Gulf
Moro Gulf,
Mozambique Channel
Mozambique Channel,
N. Pacific Ocean
New Caledonia
New Hope Creek
New Zealand,
No data
North Adriatic Sea
North Ameria
North America
North America,
North America?
North America? 
North Anerica,
North Atlantic 
North Atlantic Ocean
North Channel
North China Sea
North Pacific Ocean
North Pacifoc Ocean
North Sea
North Taiwan Strait
Northeastern Pacific
Norway
Norwegian Sea
Not Cited
Okhotsk Sea
Oman Gulf
On flats between Cuba and Isle of Pines
Pacdific Ocean
Pacif Ocean
Pacifc Ocean
Pacific
Pacific 
Pacific  Ocean
Pacific Island
Pacific Island,
Pacific Islands
Pacific Ocan
Pacific Occean
Pacific Ocea
Pacific Ocean
Pacific Ocean (?)
Pacific Ocean ?
Pacific Ocean,
Pacific Ocean, Northeast
Pacific Ocean, Southeast
Pacific Ocean/Carib. Sea
Pacific Oceean
Pacific Ocena
Pacific Osean
Pacific ocean
Pacific, Northeast
Pacific, Northeastern
Pacific, Northwest
Pacific, Southeast
Pacific, Southwast
Pacific, Southwest
Pacific?
PacificOcean
Pacififc Ocean
Pacifis Ocean
Paciic Ocean
Pacufuc Ocean
Palk Strait
Panama
Panama Canal
Panama,
Pcific Ocean
Persian Gulf
Persian Gulf,
Philiine Sea
Philip[pine  Sea
Philipine Sea
Philippine Sae
Philippine Sea
Philippine Sea (?)
Philippine Sea,
Philippines
Philippines Sea
Phillipine Sea
Portuguese East Africa,
Pqacific Ocean
Puerto Rico
Puget Sound
Red Sea
Red Sea,
Red sea
Rosario Strait
S, Pacific Ocean
S. China Sea
S. Pacific
S. Pacific Ocean
S. Red Sea
S.Pacific Ocean
S.W.Sea of Formosa
Sagami Bay,
Samar Sea
San Bernardino Strait
Santiago Bay
Sao Tome Island
Scotia Sea
Sea Of Japan
Sea of Cortez
Sea of Formosa
Sea of Formosa,
Sea of Japan
Sea of Ochotsk
Sea of Okhotsk
Sea of Oman,
Sea of the Hebrides
Sea of the Hebrides,
Shelikof Strait
Sibuyan Sea
Sindangan Bay
Singapore Straits
So. Pacific Ocean
Sogod Bay
Solomon Islands
Solomon Sea
Sossogon Bay,
South America
South China Se4a
South China Sea
South China Sea,
South ChinaSea
South Chinbba Sea
South Cina Sea
South Formosa
South Pacific
South Pacific Ocean
South Pacific,
South Pacifis
South West Pacific
South pacific
SouthAmerica
Southern Pacific
Southwest Sea of Formosa,
Spanish North Africa
Stephan Straits
Strait of Florida
Strait of Florida,
Strait of Formosa
Strait of Formosa(?)
Strait of Formosa,
Strait of Georgia
Strait of Gibraltar
Strait of Juan de Fuca
Strait of Magellen
Strait of Malacca
Strait of Taiwan
Straits of Florida
Straits of Florida,
Straits of Formosa,
Straits of Juan de Fuca
Straits of Kaohsiung
Straits of Makassar,
Straits of Taiwan
Straits of Taiwan,
Suisan Bay
Sulu Archipelago
Sulu Sea
Sulu Sea,
Sulu Seas
Sulu Sewa
Tabayas Bay
Tabayas Bay,
Tabbas Strait
Tablas Strait
Tablas Strait,
Taiwan Strait
Taiwan Straits
Taiwan Straits,
Tanon Strait
Tasman Bay
Tasman Bay,
Tasman Sea
Tasman Sea,
Tayabas Bay
Thyrrenian Sea
Timor Sea
Tyrrenian Sea
Tyrrhanian Sea
Tyrrhenian Sea
Tyrrhenian Sea,
USSR
United States
United States,
Upper Adriatic Sea
Vasayan Sea
Visayan Sea
W. Atlantic
Wadden Sea
West Africa
West America
West Atlantic Ocean
West Caroline Basin
West Central America
West Indies
West Pacific
Western Atlantic
Western Atlantic Caribbean Sea
Western Atlantic Ocean
Western Atlantic Ocean--Leeward Maps
Western Atlantic, Caribbean Sea
Western Atlantic, North America
freshwater
no data
ocean
pacific Ocean
philippine Sea
tlantic Ocean
