 California
 Cebu
 Florida
 Long.84.2 - Lat.25.1
Concepcion Bay L. California
Concepcion Bay,
Concepcion Bay, L.C.
Conception Bay
Condado Bay,
Conducia Bay,
Conn.
Connecticut
Connecticut [mislocalized?]
Connecticut,
Connecticut, Lichtfield Co.,
Connecticut, Litchfield Co.,
Connecticut,Lichtfield Co.,
Connecticut,Litchfield Co.,
Consag Rock,
Content Keys,
Conterbury,
Controy,
Contumaza,
Conubie,
Cook Island,
Cook Strait,
Cook Straits,
Cooks Strait
Coral Gardens,
Coral Sea,
Corbyn's Cove,
Corinto
Corinto,
Corisca
Corisco
Cork,
Corn Palawan,
Cornwall,
Coromandel Peninsula,
Coromandel,
Coron & Busuanga Strait,
Coron Island,
Coron,
Coronado Island,
Coronado Islands,
Coronado,
Coronados Island
Corregido,
Corsica,
Corsica, North.
Costa Brava,
Costa Del Sol,Fuengirola,
Costa Occident,
Costa de Bayona,
Costa de Bayone,
Costa del Sol,
Cotabato,
Cote Basque, Gulf of Gascogne,
County Antrim,
County Donegal,
County Down,
County Mayo,
County Waterford,
Coyote Cove,
Cozumel Island
Cozumel Island,
Cozumel,
Cozumel.
Cpe Province,
Crash Boat Beach,
Crash Boat Key,
Croina,
Croisie
Crony Reef,
Crosie,
Crouy Reef,
Crown Point Beach
Cuastecomate,
Cuba,
Cubacabin,
Cubagua Island,
Cudalur,
Cuddalor,
Cuddalora,
Cuddalore
Cuddalore,
Cuddalura
Cuddelora,
Cuddlore,
Cuddore,
Culion Island,
Culion,
Cumana
Cumana,
Curacao
Curacao,
Curoa Bay,
Currituck County
Cuscais,
Cuvea
Cuye Island,
Cuyo Id.,
Cuyo Island,
Cuyo Islands,
D'Entrecasteaux Islands,
D'Urville Island,
Dade County
Dafangas Bay,
Dahab,
Dahlak Island,
Daio Zaki,
Daka
Dakar
Dakar Harbor,
Dakar Harbour,
Dakar,
Dakar, Cape Verde,
Dakav,
Dalmatia,
Dalzlutz Island
Damortio
Danao,
Danger Point,
Danzante Island,
Daoulas,
Dapeng Wan (Mirs Bay),
Dar E Salaam,
Dar Es Salaam,
Dar es Salaam,
Dar es Salaan,
Dar-es Salaam,
Dar-es-Salaam,
Dar-es-Salam,
Darien,
Daru,
Darwin
Davao Bay,
Davao Gulf,
Davao Island,
Davao,
Dave County, North Carolina,
De Boynes Islands,
De Soto Canyon,
Deani Beach,
Deboyne Gr.,
Deboyne Group,
Deception Island
Deea River
Deep Bay, Stewart Island, South NZ
Deep water out of Texas Coast
Deep water,
Dehiwala,
Del Rey
Del Rey Island,
Del Rio,
Delaware
Delaware Bay, New Jersey,
Delaware,
Delaware, Delaware Bay,
Delaware, Wilmington,
Deo de Maldonado,
Department du Sud
Departo. Ica, Prov. Pisco
Departo. Lima
Dept.Colonia,
Depto. Colonia
Depto. Cusco
Depto. Ica, Prov. Pisco,
Depto. Lima
Depto.Lima,
Desaru,
Desembague,
Desemboque,
Desierto de Leones,
Desroches Island,
Deuba,
Devils Beach,
Devon,
Devon?
Devonport,
Devonshire
Dfibauti,
Dhahran,
Dhofar
Dhofar,
Di Zahar,
Di Zahav,
Diamond Island,
Diana Beach,
Diani Beach,
Dic Kwella Targalle,
Diego Garcia Archipelago,
Diego Garcia,
Diego Suarez,
Diego- Suarez,
Diego-Suarez,
Discovery Bay
District of Columbia
Dive Shop,
Djerba,
Djibanti,
Djibauti,
Djibouti
Djibouti,
Dodecanese Island,
Dodecanese Islands,
Doello Juredo,
Dog Island,
Donegal,
Dorado Beach,
Dorale Beach,
Dorale,
Dorset,
Doubless Bay,
Doubtless Bay,
Doubtless Sea,
Doumea,
Dpto de Rocha,
Dredged  in Southern part of Gulf of California
Dredged at Guaymas
Dredged at Southern end of the Sea of Cortez
Dredged in Adriatic Sea
Dredged off Brittany
Dredged off Cebu
Dredged off Coast of North Island
Dredged off Ensenada
Dredged off Guaymas
Dredged off Guaymas,
Dredged off Jersey Channel Island
Dredged off Mazatlan
Dredged off Ryukyu Islands
Dredged off San Blas
Dredged off Western Florida
Dredged off Zamboanga
Dredged off shore
Dredged out of Guaymas
Dredged outer coast of Baja California
Dredged,
Dry Tortugas,
Dto. Rocha
Duchess County
Duhat,
Duke of York Island,
Dumaguette City,
Dumbea Pass,
Dundee,
Dundin,
Dunedin
Dunedin,
Dungeness,
Dunkerque,
Durban
Durban Area,
Durban Bay,
Durban Harbor,
Durban Harbour,
Durban Jetty,
Durban,
Durban, Natal,
Durbanville,
Durham,
Dutch Antilles,
Dutchess Co., New York,
Dutchess County
Dutchess County, New York,
E, of Reef Hotel,
E. Bergeron,
E. Cape Province,
E. Java,
E. Kent,
E. New Britain,
E. Quezon Island,
E. Samar Id.,
E. Samar Island,
E. Samar,
E. coast, Wake Island,
E. of Reef Hotel,
E. side of Bonaire Island
E.Africa,
E.Bay betw.Nosy Ambariotelo &
E.Central Honshu,
E.New Britain,
E.Otago,
E.Samar,
E.Sorsogon Province,
ESE of South Pass,
Easky,
East
East Africa
East Africa,
East Africda,
East Asia
East Bay between
East Bay between Nosy Ambrioto
East Bombay
East Borneo,
East Cape Province,
East Cape,
East China Sea,
East Coast
East Coast of North America
East Coast of Sakhalin,
East Coast of US
East Coast,
East Entrance Palau Islands
East Flores,
East Guadalcanal,
East Hokkaido,
East India Island
East Indies
East Java,
East Johore,
East Kent,
East London
East London Beach,
East London,
East New Britain,
East Pacific Rise, at 8630 ft,
East Point of Blowhole Creek,
East Province,
East Samar Island,
East Samar,
East Shore,
East Sumatra,
East Thurso,
East Wisconsin River,
East Zanzibar,
East bank of Delaware River,
East central Pacific
East coast
East coast Peale,
East coast of Lower California
East coast of Malaya,
East coast,
East end of Grand Bahama Is.
East of Bali,
East of Bawean,
East of Cedros Island
East of Madagascar,
East of Nossi Be,
East of Rabaul,
East shore
East shore,
East side of Colon Island,
East,
EastAfrica
Eastern Cape Province,
Eastern Cape,
Eastern Guadalcanal,
Eastern Is.,
Eastern Micronesia
Eastern Otego,
Eastern Palawan,
Eastern Province,
Eastern Samar Island,
Eastern Samar,
Eastern Sicily,
Eastern South Island,
Eastern coast,
Eastern reef
Eastern shore of Maryland,
Easy Coast
Eatern shore,
Ebon Island,
Ebro delta,
Echu
Echu,
Edima,
Eeilat,
Eest Africa,
Efate Island,
Efate,
Egum Atoll,
Ehime Prefecture
Eilat
Eilat Harbor,
Eilat,
El Chuy,
El Combate,
El Cortez,
El Golfo,
El Gulfo,
El Soldado Bay,
El Tobari,
El Valle,
El Yungue Rain Forest,
El Yunque Rain Forest,
El Yunque,
Elat,
Elaty,
Elba Id.,
Elba Island,
Eldey,
Eliat,
Ellat,
Elmina,
Embouchure Dumbea,
Emilia Beach
Emilia Beach,
Empalme,
Enderby Land,
Enewetak Atoll,
Enewetak,
Enewetok Atoll,
Enewetok,
Engineers Beh,
England
England,
Englishman's Bay,
Eniwetak Atoll,
Eniwetok Atoll
Eniwetok Atoll,
Eniwetok Island,
Eniwetok,
Enoshima,
Ensenada
Ensenada Blanca,
Ensenada Grande Island,
Ensenada de los Banos,
Ensenada,
Ensenado,
Enshu Nada,
Entrance of Guayanilla Harbor
Enunada
Equatorial Guinea,
Equatorial West Africa,
Erakpr.Bay,
Erd.,
Erie Co., New York
Escambron Beach
Escondido Bay,
Esperito Santo Is.,
Esperito Santo Island,
Esperitu Santo,
Espero San Jose,
Espirato Island,
Espirito Santo Island,
Espirito Santo,
Espirito santo Island,
Espiritu Santo
Espiritu Santo Island,
Espiritu Santo,
Esprainha
Esprainha Beach,
Esproinha,
Estado Sucre
Estera Soldato,
Estere Soldado,
Estero Soldado,
Estoril,
Etah
Etah,
Etu Fiji Island,
Europa Bay,
Extreme North,
Exuma Island,
FWI,
Faaa,
Faaone,
Fafa Id.,
Fafa Island,
Fajarda,
Fajardo,
Fakaraua Atoll,
Fakarava Atoll,
Fakarava Island
Falcon,
Falkland Islands,
False Bay
False Bay Area,
False Bay,
Fantome Island,
Far Fan Beach,
Far Fan,
Far North,
Far Northland,
Far West Coast,
FarNorth,
Farahiva,
Farallon Id.
Farallon Island 40'
Farfan Beach,
Farfan,
Faro,
Faroe Id.,
Farrut Bay,
Fatuhiva Island,
Fatuhive,
Faulkland Islands,
Favignana Island,
Fed.States of Micronesia,
Fence Beach,
Feng Hu Island,
Fergusson Id.,
Fernandiba Island,
Fernando Poo
Fernando Poo Bay,
Fernando Poo,
Fernao Veloso,
Fiao Island,
Fiji
Fine Beach,
Finschhafen,
Fintas,
Fiordland,
Fire Beach,
Fish Hoek,
Fisherman Island,
Fiumicino,
Fixton,
Flamenco Island,
Flamingo Bay,
Flats between Cuba and Isle of Pines
Fle aur Morts (herbier),
Floirida,
Flordia Keys, Monroe County
Flores Island,
Flores Strait,
Flores,
Floriad
FloridA,
Florida
Florida 
Florida (?)
Florida ?
Florida Area,
Florida Bay side,
Florida Bay, Florida Key,
Florida Dade County
Florida Group Islands,
Florida Group,
Florida Gulf,
Florida Id.,
Florida Island,
Florida Kays, Monroe County
Florida Key,
Florida Keys
Florida Keys (?)
Florida Keys,
Florida Keys, Dry Tortugas
Florida Keys, Florida
Florida Keys, Monroe Co.
Florida Keys, Monroe County
Florida Keys, Monroe County,
Florida Straits,
Florida coast,
Florida group
Florida keys
Florida(?)
Florida,
Florida,  Atlantic Side,
Florida,  Tampa Bay,
Florida, (?)
Florida, Atlantic Ocean side,
Florida, Biscayne Bay,
Florida, Biscayne Key,
Florida, Boca Ciega Bay,
Florida, Brevard County,
Florida, Broward County,
Florida, Calhoun County,
Florida, Cedar Key,
Florida, Clearwater,
Florida, Collier County,
Florida, Cptiva
Florida, Crawl Key
Florida, Crawl Key,
Florida, Dade County
Florida, Dade County,
Florida, Dry Tortugas
Florida, Egmont Key.
Florida, Finger Channel,
Florida, Finger Channels
Florida, Finger Channels area,
Florida, Finger Channels,
Florida, Ft.Lauderdale,
Florida, Gadsden County
Florida, Gasden County,
Florida, Goodland,
Florida, Gulf County,
Florida, Gulf Side,
Florida, Gulf of Mexico
Florida, Gulf of Mexico,
Florida, Gulf side,
Florida, Jackson County,
Florida, Key Biscayne,
Florida, Key Largo,
Florida, Key Vaca,
Florida, Key West,
Florida, KeyLargo,
Florida, Lake Worth Inlet,
Florida, Lake Worth,
Florida, Laon County,
Florida, Lee Co.,
Florida, Lee County,
Florida, Lee County.
Florida, Leon Co.,
Florida, Leon County,
Florida, Long Pine Key,
Florida, Lower Florida Keys,
Florida, Marathon
Florida, Marathon,
Florida, Matacumbe Key,
Florida, Miami,
Florida, Monroe Co.,
Florida, Monroe County
Florida, Monroe County,
Florida, Mullet Key,
Florida, Near Homestead,
Florida, North West,
Florida, Ocean side,
Florida, Ozona,
Florida, Palm Beach,
Florida, Panama City,
Florida, Peanut Island,
Florida, Port of Miami,
Florida, Portales Plateau,
Florida, Rampa Bay,
Florida, Sanibel Id.
Florida, Sanibel Id.,
Florida, Sanibel Island
Florida, Sanibel Island,
Florida, Sanibel island,
Florida, Sanibel,
Florida, Sarasota,
Florida, Siesta Key,
Florida, Small Key in Gulf
Florida, St. Petersburg,
Florida, St.Petersburg,
Florida, Tampa Bay,
Florida, Tampa,
Florida, Tarpon Bay,
Florida, Tarpon Springs,
Florida, Tavernier,
Florida, Virginia Key,
Florida, Washington County,
Florida, West Coast,
Florida, off Fort Jefferson
Florida,.
Florida,Lee County,
Florida,Marathon
Florida,Sanibel Island,
Florida,Sanibel,
Florida,Seminole Ct.
Florida,Tampa Bay,
Florida,west coast,
Florida-Pinellas County
Florida.
Floridam
Florids,
Florya,
Flotida,
Flrida
Flrorida,
Font de Castro
Foradada Island,
Forida
Formosa Strait,
Fort Dauphin
Fort Kobbe Beach,
Fort Kobbe,
Fort de France,
Fort-De-France,
Fortaleza Ceara,
Fortuna Island,
Fossvogur,
Found on all shores,
Fouveaux Strait,
Foveaux Strait,
Foveaux Straits,
Fredericksted,
Freetown
Freetown Peninsula,
Freetown,
French Guiana,
French Pass
French West Indies,
Fria,
From U.S. to Brazil,
Ft. Dauphin,
Ft. de France,
Fuang Ruan,
Fuang Ryau,
Fujisawa,
Fukuoko Prov.,
Fulidu Atoll,
Fumba
Funzi Bay
Gabes,
Gabon,
Gail Banks Island,
Galapagos Islands
Galapagos Islands,
Galapagos Rift
Galeta Island
Galeta Island,
Galeta,
Galicia
Galil
Galil,
Galilee, Rhode Island
Galilee, Rhode Island,
Galle,
Gallipoli,
Galway Bay,
Gambia River,
Gambie,
Gan,
Gans Bay,
Garosskagi NV.
Garosskagi,
Gata Island
Gaya Island,
Gela Island,
Genessee Co., New York,
Geneva,
Genoa,
Genova,
Genteng,
Geogia,
George,
Georgia
Georgia,
Georgia, (on Florida side),
Georgia, Appling County,
Georgia, Cumberland Island,
Georgia, Jeff Davis County,
Georgia, Liberty Co.,
Georgia, Macon County,
Georgia, Montgomery County,
Georgia, Ohoopee River,
Georgia, Tatnall County,
Georgia, Telfair County,
Geraldton,
Gericke Point,
Gerne,
Gerona,
Ghizo Harbor,
Ghizo Hbr.,
Gibara,
Gibraleon Islanda,
Gibraltar,
Giens,
Gifu Pref.
Gilbert Island,
Gilira de Luis Lazo,
Gingoog Bay,
Girona,
Gisborn,
Gisborne,
Gizo Harbor,
Glencairn Beach,
Glendzhik
Glenelg
Glenelg Oaks
Glenely
Glengariff Beach,
Glengariff,
Glorieuses Islands
Glover's Reef,
Go Ran Pi,
Goal River,
Goave,
Gobernadon Island,
Gobernadora Id.,
Gobernadora Is.
Gobernadora Is.,
Gobernadora Is.,,
Gobernadora Island
Gobernadora Island,
Gobernadora,
Gobernadoro Island,
Gobernordora Island,
Gobo,
Goeland Island,
Gold Coast,
Golden Bay,
Golf de Gascogne,
Golfo Treste,
Golfo Triste,
Golfo Veragua,
Golfo de Chiriqui,
Golfo de Nicoya,
Golfo de Panama,
Golfo de Tehuantepec,
Golfo de Venezuela,
Golfo di Manfredonia,
Gomen,
Gonaives,
Gonave Island,
Gonave,
Gonube,
Gonubei,
Gonubie,
Gonzaga Bay,
Gonzaga,
Gonzales Island,
Gorda Bank
Gorda Banks Area
Gorda Banks,
Gordo Banks,
Gore Bay,
Gore Island,
Gorea Bay,
Goree Bay,
Goree Island,
Goree,
Goro,
Gosier,
Gourily River,
Gouritz River mouth,
Goya Island,
Gozo Island,
Gr.Black RiverBay,
Grado & Caorle,
Grado,
Gran Baie,
Granada,
Grand Bacolet Beach
Grand Bacolet(?)
Grand Bahama Island
Grand Bay,
Grand Black River,
Grand Cayman Island,
Grand Fond,
Grand Found,
Grand Gaube,
Grand Harbor,
Grand Island,
Grand Mal Bay,
Grand Recif Sud,
Grand Terre Island,
Grand Terre,
Grande Island,
Grande Recife,
Grande River Noire Bay,
Grande River Noire,
Grande Terre,
Grapete,
Great Barrier Island
Great Barrier Island,
Great Barrier Reef,
Great Basses,
Great Black River Bay,
Great Black River,
Great Exhibition Bay,
Great King Island,
Greenland,
Grenada,
Grenadine Isalnd
Grenadine Island
Grenadines,
Grendalin,
Grindavik,
Grouby Rocks,
Gt.Exhibition Bay,
Guadacanal,
Guadal Canal,
Guadalcanal
Guadalcanal Bay,
Guadalcanal Island
Guadalcanal Island,
Guadalcanal,
Guadalcanal,Ruaniua,
Guadalupe Island
Guadalupe Island,
Guadalupe,
Guadarraga,
Guadarraya,
Guadcanal,
Guadeloupe
Guadeloupe,
Guadelupe Island
Guadelupe Island,
Guadelupe,
Guajaibon,
Guam
Guam Is.,
Guam Island,
Guam,
Guam, Orote Point,
Guamas Area,
Guamas,
Guanacast,
Guanacaste,
Guanacosta,
Guanaja Island,
Guanaja,
Guanajibo,
Guancaste,
Guandarraya,
Guanica Harbor
Guanica Harbor,
Guanica,
Guanico Beach,
Guanico,
Guanna Island
Guantamo Bay
Guantana Bay,
Guantanama Bay,
Guantanamo Bay,
Guantanomo Bay,
Guatao
Guayamas
Guayamas,
Guaymans,
Guaymas
Guaymas Area,
Guaymas Bay,
Guaymas Harbor,
Guaymas,
Guaymes,
Guaymos Area,
Guaymos,
Guaymus,
Guaynabo & Aguas Buenas,
Gubernador Island,
Gubernadora Island,
Guerrera
Guerrero
Guerrero,
Guerro Negro,
Gufunes,
Guimanas Island,
Guimaras Island,
Guimares Island
Guimares island,
Guimoras Island,
Guinea,
Guinee,
Guiria,
Gujarat,
Guld or California
Gulf  of California,
Gulf Of Guinea,
Gulf St.Vincent,
Gulf Tehuantepec,
Gulf od Mexico,
Gulf of Aden
Gulf of Aden,
Gulf of Akaba,
Gulf of Akaba, Eilat,
Gulf of Aqaba
Gulf of Aqaba,
Gulf of Aqaba, Red Sea,
Gulf of Aquaba
Gulf of Aquaba,
Gulf of Arabia,
Gulf of California
Gulf of California,
Gulf of Campeche,
Gulf of Catania,
Gulf of Chiriqui
Gulf of Chiriqui,
Gulf of Claifornia,
Gulf of Darien
Gulf of Darien,
Gulf of Eilat,
Gulf of Elat
Gulf of Elat,
Gulf of Follonica,
Gulf of Fonseca
Gulf of Gascogne,
Gulf of Gascony,
Gulf of Greece,
Gulf of Guinea,
Gulf of Mannar,
Gulf of Masirah,
Gulf of Mexico
Gulf of Mexico,
Gulf of Mexico, Florida Keys
Gulf of Mexico, Tmpa Bay,
Gulf of Montijo
Gulf of Montijo,
Gulf of Muscat,
Gulf of Naples,
Gulf of Nicoiya
Gulf of Nicoya,
Gulf of Oman
Gulf of Oman,
Gulf of Panama
Gulf of Panama,
Gulf of Panama.
Gulf of Papua,
Gulf of Siam,
Gulf of St. Vincent
Gulf of St. Vincent,
Gulf of Suez,
Gulf of Tadjoura,
Gulf of Tadjura,
Gulf of Taranto,
Gulf of Tarento,
Gulf of Taronto,
Gulf of Tehuantepec
Gulf of Tehuantepec,
Gulf of Tehuanteped,
Gulf of Tehunantepec,
Gulf of Texas,
Gulf of Trieste,
Gulf of Venezuela,
Gulf of Venice,
Gulf, of California,
Gulkf of Mexico
Gullmarfjord,
Gundalu,
Guvunes,
Guyamas,
Guyamas, Sonora,
Ha'apai Group Islands,
Habana
Habana Province
Habana,
Habour Mth.
Hadala,
Haewaii
Haga Haga Beach,
Haga Haga,
Haidaka,
Haifa Bay,
Haifa,
Halcyon Days Beach,
Hall Island,
Halmahera Id.,
Hamada,
Hammerfest,
Hampshire,
Hangklip Cape,
Hanglip Cape,
Hann,
Hannaki Gulf,
Hanoi,
Hansa Bay,
Hansag Korona erdo.,
Hants,
Harbor Bay
Hartford Co., Connecticut,
Hationi Mts.,
Haurake Gulf,
Hauraki Gulf
Hauraki Gulf,
Havana
Havana Harbor,
Havana Province,
Havana,
Havanna,
Hawai,
Hawai, Koloa,
Hawai, Oahu,
Hawaien Islands
Hawaii
Hawaii,
Hawaii, Honolulu,
Hawaii, Kauai,
Hawaii, Kaui,
Hawaii, Koni, (?)
Hawaii, Maalaea Bay,
Hawaii, Maro Reef,
Hawaii, Maui,
Hawaii, Mauii
Hawaii, Molokai,
Hawaii, Oahu
Hawaii, Oahu,
Hawaii, S.Oahu,
Hawaii, Waikiki,
Hawaii, Wake Island,
Hawaii, Wake,
Hawaii, off Maui,
Hawaii,French Frigate Shoals,
Hawaii,Oahu,
Hawaiian Is.
Hawaiian Is.,
Hawaiian Islands
Hawaiian Islands,
Hawaiian chain
Hawii
Hawkes Bay,
Hawwai,
Hayama,
Hebrides,
Helvola,
Henza-Miyagi,
Herado
Hereheretue Island,
Hermanas Island,
Hermanus,
Hica Hoa Island,
Hidachi,
Hidaka,
Hidaka, Wakayama,
Hidaka-Mitsuishi,
Hidaka-Tomikawa,
Hidako-Meguro,
High Island,
Higo
Higuerote
Higuerote,
Hihifo Island,
Hilo
Hirado Hizen,
Hirado-Wrizen,
Hiroshima,
Hitiaa,
Hiva Hoa,
Hiva Oa Island,
Hiva Oa,
Hiva-Oa,
Hizen,
Hokaido,
Hokitaki,
Hokkaida,
Hokkaido
Hokkaido Island,
Hokkaido,
Hokkaido, Rausu,
Holguin,
Honahu,
Honaira,
Honchu Bay,
Honduras Bay,
Honeymoon Beach,
Hong Kong
Hong Kong,
Honiara,
Honiaro,
Honshii,
Honshu
Honshu Area
Honshu Area,
Honshu Id.,
Honshu Island,
Honshu Sagami Bay,
Honshu area,
Honshu,
Honshu, Nada-Cho,
Honshu, Sagami Bay,
Hood Island
Hoover Beach,
Horana,
Horn of East Africa,
Horseshoe (?)
Horseshoe Bay
Horseshoe Bay,
Hoshu,
Hot Water Beach,
Hotel Spice Is. Inn,
Hougham Park,
Houhora,
Hout Bay,
Houtbay,
Houts Provine,
Hsinchu,
Hua Hin,
Huaheine
Huaheine Island,
Huahin
Huahine Island,
Huahine,
Huahini,
Huancavelica
Huancavelica,
Huang-Ryau,
Huanuco,
Huaraki Gulf,
Huarmey,
Huarmy Ancasah,
Hue,
Huelva,
Huhine Island,
Hukkaido,
Hula Village,
Humacao,
Humacoa,
Hvar Island,
Hwaii,
Hyuga,
I. Pedro Gonzales,
Ibaragi Pref.,
Iberian Peninsula
Icaco Point,
Icacos Island,
Icacos Islands,
Idaho
Idlers Bay,
Ifarty Reef,
Ifaty,
Iiocos Norte,
Ilde de Ngor,
Ile Fatu-Hiva,
Ile Neba,
Ile Nou,
Ile Quen
Ile St. Marie,
Ile Ste. Marie,
Ile aux Beintiers,
Ile de Fadiout,
Ile de Gonave
Ile de Gonave,
Ile de Gore,
Ile de Goree,
Ile de Ngar,
Ile de Ua,
Ile des Pins,
Ile of Pines,
Ile. Neba,
Ile. St. Marie,
Iles Chesterfield,
Iles de Saloum,
Iles des Saintes,
Ilha do Bazaruto
Ilha do Bazaruto,
Ilheu das Rocas,
Ilioli Island,
Illinois
Illinois,
Illinois, Calhoun County,
Illinois, Gallatin County,
Illinois, Gallatino County,
Illinois, Rock Island County,
Illinois, Wabash County,
Illinois, Washington Co.,
Ilo,
Ilocos Norte,
Ilocos Sur,
Ilocos,
Iloilo Paney Province,
Iloilo,
Ilot Groeland,
Ilot Maitre,
Ilot Naitre,
Ilot de St. Marie,
Ilse of Pines (Kunie),
In Florida Keys
In front of Hotel Nukualofa,
Indian Ocean
Indian Ocean Side,
Indian Ocean side,
Indian Ocean,
Indian Ocean, Gonubie,
Indian Ocean, Mauritius
Indiana
Indiana,
Indiana, Fayette Co.,
Indiana, New Harmony,
Indo Pacific
Indo Pacific,
Indo- Pacific,
Indo-Pacific,
Indonesia side,Palawan,
Inez Bay
Ingle's,
Inhaca Island
Inhaca Island,
Inhambane,
Inhambrane,
Inhara Island,
Inian Ocean
Inland Sea,
Inside Reef,
Intern Dal.,
Invernesshire,
Ionian Sea
Ionian Sea,
Iowa
Iowa,
Iowa, Dickenson County,
Ireland,
Irish Sea,
Isabel Id.,
Isabella,
Ischia Island,
Ise Peninsula,
Ise,
Ishiwaki,
Isla Angel De La Guarda,
Isla Antigua,
Isla Cabaco,
Isla Canal Afuera,
Isla Canal de Adentro
Isla Canal de Adentro,
Isla Canal de Aentro,
Isla Canal de Afuera
Isla Canal de Afuera,
Isla Canal de Afuera,,
Isla Canal de Afuero,
Isla Canarias
Isla Cebaco,
Isla Cordon,
Isla Desecheo,
Isla Elba,
Isla Encantada,
Isla Encatada,
Isla Espirito Santo,
Isla Espiritu Santo,
Isla Farallon,
Isla Fernandina,
Isla Gamez,
Isla Gibraleon,
Isla Gobernadora,
Isla Gonzalea,
Isla Isabella,
Isla Jesucita,
Isla La Borracha,
Isla Leones,
Isla Lobos de Afuera,
Isla Macapule,
Isla Manuelita,
Isla Margarita
Isla Margarita,
Isla Montserrate,
Isla Montserrato,
Isla Mujeres,
Isla Ouvea,
Isla Partida &
Isla Partida,
Isla Partita & Espiritu,
Isla Patida &
Isla Perdida,
Isla Perlas,
Isla Pertida,
Isla Portida,
Isla Rancharia,
Isla Rancheria
Isla Rancheria,
Isla San Francisco,
Isla San Jose,
Isla San Luis,
Isla San Pedro Martin,
Isla San Pedro Martir,
Isla San Pedro Nolasco,
Isla San Pedro,
Isla Santa Cruz
Isla Santa Cruz,
Isla Santa Rosa,
Isla Santiago,
Isla Senorita,
Isla Sevilla,
Isla Socorro,
Isla Sonora,
Isla Taboga,
Isla Taboguilla,
Isla Tortuga,
Isla Verde,
Isla Vistea, Goleta,
Isla de Adentro,
Isla de Coiba,
Isla de Cozumel,
Isla de Lobos,
Isla de Margarita
Isla de Margarita,
Isla de Pajaros,
Isla de Principe,
Isla de Roatan,
Isla de SGo TomT,
Isla de San Jose,
Isla de Sƒo Tom‚
Isla de Va,
Isla de las Perlas,
Isla del Coco,
Isla del Partida,
Isla del Rey,
Isla of Margarita,
Isla. Margarita
Island Bay,
Island Capul.
Island near Nukualofa,
Island od Majorca,
Island of Burias
Island of Chacachare,
Island of Hawaii,
Island of Hawwai,
Island of Koror,
Island of Majorca,
Island of Port au Prince,
Island of Rhodes,
Islands off Port au Prince,
Islas Los Roques
Islas Los Roques,
Islas Marias,
Islas Partida,
Islas Perlas,
Islas Perlkas,
Islas Revillagigedo,
Islas Tres Marias
Islas de Roques,
Islas de la Bahia,
Islas las Perlas,
Isle L'Ouen,
Isle Ste. Marie,
Isle aux Fongnets,
Isle de Kuare,
Isle de Maitre,
Isle de Margarita,
Isle de Pines,
Isle de Roatan,
Isle de Ua,
Isle de Uen,
Isle of Cumbra
Isle of Cumbrae,
Isle of G,
Isle of Los,
Isle of Man,
Isle of Mitilani,
Isle of Pines
Isle of Pines,
Isle of Plata
Isle of Rhodes,
Isle of Samar
Isle of Skye,
Isle of Zebu
Isola di Giannutri,
Israel,
Issaki,
Itula Bay,
Ivory Coast,
Ivovoan,
Ivovoao,
Ivovoon,
Iwaishima Island,
Izu Peninsula,
Jabiyani,
Jacemel,
Jaco Beach,
Jadini (?),
Jakarta Bay,
Jakarta,
Jalasco,
Jalisco
Jalisco,
Jaluit Atoll
Jaluit Atoll,
Jamaica,
Jangamo reef,
Jangamo,
Japan Sea,
Japan Seas,
Japan,
Japanese Seas
Jaume,
Java
Java Sea,
Java,
Java, Thousand Islands,
Jeddah,
Jeffrey' Bay,s
Jeffrey'Bay,
Jeffrey's Bay,
Jeffreys Bay
Jeffreys Bay,
Jeffrie's Bay
Jeffries Bay,
Jela Id.,
Jenedo Island,
Jenido Is.,
Jericho,
Jibacoa
Jidda,
Jiddah area,
Jiddah,
Joal,
Joba,
Jobo,
Johanesburg,
Johannesburg,
Johgamo,
Johngamo,
Johnston Island,
Johore Coast,
Johore coast,
Johore,
Jola Jola,
Jolo Bay,
Jolo Island,
Jolo Islans,
Jolo,
Juan de Fuca Ridge,
Juan de Fuca Ridge, 7220 ft.,
Judibana,
Juncalito,
Just south of Monrovia,
Kachsiung,
Kadena
Kaffee Bay,
Kagawa,
Kago Mura,
Kagoshima Prefecture
Kagoshima Prefecture,
Kagoshima,
Kaikoura,
Kaimaumau
Kairiru,
Kakabona,
Kalikari So,
Kamakura,
Kampeche,
Kanagawa Prefecture
Kanagawa,
Kanagawa-Ken,
Kanagawa.
Kandavu Island,
Kantang,
Kantano,
Kanton Island,
Kao Shung,
Kaohisiung,
Kaohsiang,
Kaohsiun,
Kaohsiung
Kaohsiung (Gaoxiong),
Kaohsiung,
Kaohsuing,
Kaoshiung,
Kaosiung,
Kapa Kapa,
Kapiti Island,
Kapneutorue
Kapountine,
Karachi
Karachi,
Karikari Peninsula,
Karikari peninsula,
Kashiwajima,
Katanga,
Katwijk,
Kauai,
Kauieng,
Kawa,
Kawan Bay,
Kawapiura
Kayoshima,
Keehi Lagoon,
Kennedy Cove, Punta Barda,
Keno Bay,
Kenscoff,
Kent,
Kenting,
Kentucky
Kentucky,
Kentucky, Hart County,
Kentucky, Ohuo River,
Kentucky,Burnside,
Kentucky,Greensburg Green Co.,
Keppel Bay,
Keppel Islands,
Kepulauan Banda,
Keqi Island,
Kerkira Island
Kermadec Islands
Key Vaca,
Key West,
